Name,Risk,Return,Website,NCT,Condition
189,0.999814609,182.1346161,https://clinicaltrials.gov/study/NCT01571024,NCT01571024,Advanced Solid Tumors|Metastatic Colorectal Cancer|Metastatic Pancreatic Cancer
190,0.99781509,164.906694,https://clinicaltrials.gov/study/NCT00016224,NCT00016224,Ovarian Cancer
191,0.987199636,150.5125737,https://clinicaltrials.gov/study/NCT00599924,NCT00599924,Colorectal Neoplasms|Neoplasms
192,0.996484691,158.9159439,https://clinicaltrials.gov/study/NCT05997524,NCT05997524,Advanced Gastric Carcinoma
193,0.98209961,99.96781473,https://clinicaltrials.gov/study/NCT00766324,NCT00766324,Metastatic Hormone Refractory Prostate Cancer
194,0.999527594,190.1305505,https://clinicaltrials.gov/study/NCT00005624,NCT00005624,Multiple Myeloma
195,0.956052307,39.42801364,https://clinicaltrials.gov/study/NCT04597801,NCT04597801,Intracranial Tumor
196,0.998146732,167.9772958,https://clinicaltrials.gov/study/NCT03366480,NCT03366480,Endometrial Cancer|Squamous Non-Small Cell Lung Cancer
197,0.994409365,154.4835002,https://clinicaltrials.gov/study/NCT02200380,NCT02200380,For Donors|Related Donors Giving Peripheral Blood Stem Cells (PBSC) to a Sibling|For Recipients|Acute Myelogenous Leukemia (AML)|Acute Lymphoblastic Leukemia (ALL)|Myelodysplastic Syndrome (MDS)|Chronic Myelogenous Leukemia (CML)|Non-Hodgkins Lymphoma (NHL)|Hodgkins Disease (HD)|Chronic Lymphocytic Leukemia (CLL)
198,0.999353042,182.7669168,https://clinicaltrials.gov/study/NCT00068380,NCT00068380,Recurrent Gastric Cancer|Stage IV Gastric Cancer
199,0.998371325,176.3178578,https://clinicaltrials.gov/study/NCT00568880,NCT00568880,Multiple Myeloma and Plasma Cell Neoplasm
200,0.988083974,150.7165183,https://clinicaltrials.gov/study/NCT03042780,NCT03042780,Gastro-enteropancreatic Neuroendocrine Tumor|Pancreatic Cancer|Neuroendocrine Carcinomas of Pancreas|Islet Cell Carcinoma
201,0.998415991,171.9137832,https://clinicaltrials.gov/study/NCT02309580,NCT02309580,T-cell Lymphoma|Relapsed and Refractory T-cell Lymphoma
202,0.912222076,20.91570979,https://clinicaltrials.gov/study/NCT01191580,NCT01191580,Major Depression
203,0.995415923,155.0405355,https://clinicaltrials.gov/study/NCT01948180,NCT01948180,"Lymphoma, Extranodal NK-T-Cell|EBV"
204,0.999191588,188.8673776,https://clinicaltrials.gov/study/NCT01270880,NCT01270880,Adenocarcinoma of the Prostate|Hormone-resistant Prostate Cancer|Recurrent Prostate Cancer|Stage IV Prostate Cancer
205,0.934301021,28.87092397,https://clinicaltrials.gov/study/NCT01668680,NCT01668680,Colorectal Cancer Metastatic
206,0.97299891,84.58443338,https://clinicaltrials.gov/study/NCT00431080,NCT00431080,Breast Cancer
207,0.98297759,129.0564994,https://clinicaltrials.gov/study/NCT00124280,NCT00124280,Non-small-cell Lung Carcinoma
208,0.941677459,32.00911882,https://clinicaltrials.gov/study/NCT00979680,NCT00979680,Rectal Cancer
209,0.996935956,158.5200335,https://clinicaltrials.gov/study/NCT00005980,NCT00005980,Breast Cancer
210,0.992486238,152.647012,https://clinicaltrials.gov/study/NCT01023880,NCT01023880,Multiple Myeloma
211,0.994057506,153.8856709,https://clinicaltrials.gov/study/NCT00086580,NCT00086580,B-Cell Chronic Lymphocytic Leukemia
212,0.983565688,112.2017889,https://clinicaltrials.gov/study/NCT02830880,NCT02830880,Prostate Cancer
213,0.997530226,161.5591467,https://clinicaltrials.gov/study/NCT01048580,NCT01048580,Colon Cancer
214,0.999568555,183.0735758,https://clinicaltrials.gov/study/NCT00091624,NCT00091624,Multiple Myeloma
215,0.983664395,142.2395742,https://clinicaltrials.gov/study/NCT01312324,NCT01312324,Locally Advanced Stage III or IV Thymic Cancer
216,0.992039891,152.1941726,https://clinicaltrials.gov/study/NCT00633724,NCT00633724,Non Small Cell Lung Cancer
217,0.998133562,165.3257761,https://clinicaltrials.gov/study/NCT00053924,NCT00053924,Pancreatic Cancer
218,0.963808053,42.19224371,https://clinicaltrials.gov/study/NCT00265824,NCT00265824,Colorectal Cancer
219,0.990290722,151.2575908,https://clinicaltrials.gov/study/NCT00849524,NCT00849524,Chronic Lymphocytic Leukemia|Small Lymphocytic Lymphoma
220,0.98627381,131.3823716,https://clinicaltrials.gov/study/NCT00644124,NCT00644124,"Lymphoma, Non-Hodgkin"
221,0.974517722,73.42287148,https://clinicaltrials.gov/study/NCT00857324,NCT00857324,Multiple Myeloma
222,0.997638188,166.0768902,https://clinicaltrials.gov/study/NCT03232424,NCT03232424,"Glioblastoma, Adult"
223,0.996923453,157.4643134,https://clinicaltrials.gov/study/NCT00081224,NCT00081224,Colorectal Cancer
224,0.99849967,173.1301095,https://clinicaltrials.gov/study/NCT02418624,NCT02418624,Breast Cancer|Ovarian Cancer|Advanced Cancer
225,0.99498242,153.6020546,https://clinicaltrials.gov/study/NCT02683824,NCT02683824,Healthy Subject|Pancreatic Carcinoma
226,0.981867156,112.9116588,https://clinicaltrials.gov/study/NCT04080024,NCT04080024,Breast Cancer|Pancreas Cancer
227,0.994649821,154.2104964,https://clinicaltrials.gov/study/NCT00003501,NCT00003501,Non-hodgkins Lymphoma
228,0.990705861,151.4588304,https://clinicaltrials.gov/study/NCT03213301,NCT03213301,"Malignant Pleural Mesothelioma, Advanced"
229,0.99885845,173.6744763,https://clinicaltrials.gov/study/NCT00002801,NCT00002801,Colorectal Cancer
230,0.994941476,154.1434751,https://clinicaltrials.gov/study/NCT00381901,NCT00381901,Breast Cancer
231,0.999517209,193.828391,https://clinicaltrials.gov/study/NCT00048880,NCT00048880,Neoplasms
232,0.797719518,8.693483893,https://clinicaltrials.gov/study/NCT02950480,NCT02950480,Breast Cancer
233,0.994458839,154.9169668,https://clinicaltrials.gov/study/NCT03101280,NCT03101280,Gynecologic Neoplasms
234,0.996832766,159.0001366,https://clinicaltrials.gov/study/NCT01222780,NCT01222780,Sarcoma|Neuroblastoma|Wilms Tumor|Leukemia|Lymphoma|Brain Tumors
235,0.994161643,154.4766587,https://clinicaltrials.gov/study/NCT00779480,NCT00779480,Acute Myelogenous Leukemia (AML)
236,0.784062447,6.282987419,https://clinicaltrials.gov/study/NCT04795180,NCT04795180,Rectal Cancer
237,0.991098491,150.6892699,https://clinicaltrials.gov/study/NCT00570180,NCT00570180,Multiple Myeloma
238,0.998760189,182.5731506,https://clinicaltrials.gov/study/NCT03265080,NCT03265080,Colon Cancer Metastatic|Head and Neck Cancer Metastatic|Metastatic Non-Small Cell Lung Cancer|Urothelial Carcinoma|Metastatic Melanoma
239,0.98947732,151.2736668,https://clinicaltrials.gov/study/NCT02559024,NCT02559024,Colorectal Neoplasms
240,0.973983296,86.40876436,https://clinicaltrials.gov/study/NCT00497224,NCT00497224,Cancer|Pancreas
241,0.99944184,184.1990436,https://clinicaltrials.gov/study/NCT01964924,NCT01964924,Estrogen Receptor Negative|HER2/Neu Negative|Invasive Breast Carcinoma|Progesterone Receptor Negative|Recurrent Breast Carcinoma|Stage IV Breast Cancer|Triple-Negative Breast Carcinoma
242,0.953534425,44.2224801,https://clinicaltrials.gov/study/NCT01272024,NCT01272024,Cancer
243,0.954405382,52.21800655,https://clinicaltrials.gov/study/NCT02256124,NCT02256124,Neurofibromatosis Type 1
244,0.99817364,169.8689596,https://clinicaltrials.gov/study/NCT01344824,NCT01344824,Lung Cancer
245,0.964139547,51.40884182,https://clinicaltrials.gov/study/NCT01985724,NCT01985724,Breast Cancer
246,0.997213658,159.7755615,https://clinicaltrials.gov/study/NCT02443324,NCT02443324,"Gastric Adenocarcinoma|Adenocarcinoma of the Gastroesophageal Junction|Non-small Cell Lung Cancer|Carcinoma, Transitional Cell|Biliary Tract Cancer"
247,0.993989785,153.4804573,https://clinicaltrials.gov/study/NCT02573324,NCT02573324,Glioblastoma|Gliosarcoma
248,0.998580352,169.3339439,https://clinicaltrials.gov/study/NCT04775680,NCT04775680,Solid Tumor|Non Hodgkin Lymphoma
249,0.994307502,154.7005176,https://clinicaltrials.gov/study/NCT03735680,NCT03735680,Breast Cancer|Head and Neck Squamous Cell Carcinoma|Colorectal Cancer|Prostate Cancer|Ovarian Cancer|Urothelial Carcinoma|Non-small Cell Lung Cancer
250,0.940825498,26.88897172,https://clinicaltrials.gov/study/NCT00463580,NCT00463580,Depression
251,0.967447103,69.12260797,https://clinicaltrials.gov/study/NCT03863080,NCT03863080,Myasthenia Gravis
252,0.993505266,153.0742183,https://clinicaltrials.gov/study/NCT03824080,NCT03824080,Acute Myeloid Leukemia|High-risk Myelodysplastic Syndrome|Low-risk Myelodysplastic Syndrome
253,0.989763945,151.1086389,https://clinicaltrials.gov/study/NCT01264380,NCT01264380,Malignant Melanoma
254,0.705601875,6.582782926,https://clinicaltrials.gov/study/NCT02122380,NCT02122380,Polycystic Ovary Syndrome
255,0.809728862,8.918814327,https://clinicaltrials.gov/study/NCT00904280,NCT00904280,"Cancers, Pain|Lower Back Pain"
256,0.991568376,152.1556185,https://clinicaltrials.gov/study/NCT04032080,NCT04032080,Triple Negative Breast Cancer
257,0.870255349,12.04226816,https://clinicaltrials.gov/study/NCT00418080,NCT00418080,Prostate Cancer
258,0.993287315,152.202727,https://clinicaltrials.gov/study/NCT02339324,NCT02339324,Melanoma
259,0.991881865,152.2235636,https://clinicaltrials.gov/study/NCT01333124,NCT01333124,Resectable Pancreatic Carcinoma
260,0.99895056,183.7818677,https://clinicaltrials.gov/study/NCT00027924,NCT00027924,Leukemia|Myelodysplastic Syndromes
261,0.999256148,191.7349408,https://clinicaltrials.gov/study/NCT00415324,NCT00415324,"Unspecified Adult Solid Tumor, Protocol Specific"
262,0.9500352,36.12349579,https://clinicaltrials.gov/study/NCT00416624,NCT00416624,"Anemia|Leukemia|Lymphoma|Lymphoproliferative Disorder|Multiple Myeloma and Plasma Cell Neoplasm|Precancerous Condition|Unspecified Adult Solid Tumor, Protocol Specific"
263,0.995156867,154.341152,https://clinicaltrials.gov/study/NCT01918124,NCT01918124,Prosthesis Survival
264,0.984521841,140.2612182,https://clinicaltrials.gov/study/NCT03963024,NCT03963024,"Irradiated Bone Marrow|Transplant-Related Hematologic Malignancy|Leukemia, Acute|Multiple Myeloma|Graft Vs Host Disease"
265,0.99862887,177.3186631,https://clinicaltrials.gov/study/NCT00003224,NCT00003224,Melanoma (Skin)
266,0.997016891,158.5291724,https://clinicaltrials.gov/study/NCT02607124,NCT02607124,High Grade Glioma|Diffuse Intrinsic Pontine Glioma|Bithalamic High Grade Glioma
267,0.989955955,151.0196727,https://clinicaltrials.gov/study/NCT02063724,NCT02063724,Breast Cancer
268,0.999314546,183.1777072,https://clinicaltrials.gov/study/NCT00003124,NCT00003124,Prostate Cancer
269,0.862129826,13.85129131,https://clinicaltrials.gov/study/NCT03040024,NCT03040024,Otolaryngeal Cancer
270,0.998843557,183.0568959,https://clinicaltrials.gov/study/NCT00024024,NCT00024024,Sarcoma
271,0.99482074,154.7849099,https://clinicaltrials.gov/study/NCT03483324,NCT03483324,Acute Myeloid Leukemia|Acute Lymphoblastic Leukemia in Remission|Myelodysplastic Syndromes|Other Acute Leukemias
272,0.999554464,187.1916775,https://clinicaltrials.gov/study/NCT01421524,NCT01421524,"Multiple Myeloma|Lymphoma, Large B-Cell, Diffuse|Pleiotropic Pathway Modifier|Glioblastoma|Lymphoma|Primary Central Nervous System Lymphoma"
273,0.885718672,14.46390407,https://clinicaltrials.gov/study/NCT01824524,NCT01824524,Pain
274,0.939615834,30.35432723,https://clinicaltrials.gov/study/NCT00437424,NCT00437424,"Carcinoma, Hepatocellular"
275,0.985001096,115.237891,https://clinicaltrials.gov/study/NCT00967824,NCT00967824,Breast Cancer
276,0.998224568,167.5254537,https://clinicaltrials.gov/study/NCT02132624,NCT02132624,B Cell Lymphoma|B Cell Leukemia
277,0.999712439,190.9993731,https://clinicaltrials.gov/study/NCT00002480,NCT00002480,Prostate Cancer
278,0.998788888,179.1379397,https://clinicaltrials.gov/study/NCT00389480,NCT00389480,Tumors
279,0.999305248,188.0208281,https://clinicaltrials.gov/study/NCT00052780,NCT00052780,Childhood Central Nervous System Germ Cell Tumor|Childhood Choroid Plexus Tumor|Childhood Craniopharyngioma|Childhood Ependymoblastoma|Childhood Grade I Meningioma|Childhood Grade II Meningioma|Childhood Grade III Meningioma|Childhood High-grade Cerebellar Astrocytoma|Childhood High-grade Cerebral Astrocytoma|Childhood Infratentorial Ependymoma|Childhood Low-grade Cerebellar Astrocytoma|Childhood Low-grade Cerebral Astrocytoma|Childhood Medulloepithelioma|Childhood Mixed Glioma|Childhood Oligodendroglioma|Childhood Supratentorial Ependymoma|Recurrent Childhood Brain Stem Glioma|Recurrent Childhood Cerebellar Astrocytoma|Recurrent Childhood Cerebral Astrocytoma|Recurrent Childhood Ependymoma|Recurrent Childhood Medulloblastoma|Recurrent Childhood Pineoblastoma|Recurrent Childhood Subependymal Giant Cell Astrocytoma|Recurrent Childhood Supratentorial Primitive Neuroectodermal Tumor|Recurrent Childhood Visual Pathway and Hypothalamic Glioma
280,0.982166198,123.9518888,https://clinicaltrials.gov/study/NCT00172380,NCT00172380,NSCLC
281,0.852790475,14.33973801,https://clinicaltrials.gov/study/NCT02439580,NCT02439580,Colorectal Cancer
282,0.995451528,156.4675248,https://clinicaltrials.gov/study/NCT00652080,NCT00652080,Squamous Cell Carcinoma
283,0.996723436,159.1202838,https://clinicaltrials.gov/study/NCT01101880,NCT01101880,Adult Acute Myeloid Leukemia With 11q23 (MLL) Abnormalities|Adult Acute Myeloid Leukemia With Del(5q)|Adult Acute Myeloid Leukemia With Inv(16)(p13;q22)|Adult Acute Myeloid Leukemia With t(15;17)(q22;q12)|Adult Acute Myeloid Leukemia With t(16;16)(p13;q22)|Adult Acute Myeloid Leukemia With t(8;21)(q22;q22)|Chronic Myelomonocytic Leukemia|de Novo Myelodysplastic Syndromes|Refractory Anemia With Excess Blasts|Untreated Adult Acute Myeloid Leukemia|Myeloproliferative Neoplasm With 10% Blasts or Higher
284,0.934809499,28.80113878,https://clinicaltrials.gov/study/NCT00952380,NCT00952380,Venous Thromboembolism
285,0.998775061,176.480818,https://clinicaltrials.gov/study/NCT00024180,NCT00024180,Leukemia|Lymphoma
286,0.997465468,161.7431549,https://clinicaltrials.gov/study/NCT00072280,NCT00072280,Sarcoma
287,0.997221168,161.3686627,https://clinicaltrials.gov/study/NCT02472080,NCT02472080,Thyroid Cancer
288,0.999320813,189.1740892,https://clinicaltrials.gov/study/NCT01468324,NCT01468324,Glioblastoma Multiforme
289,0.943674152,34.31561099,https://clinicaltrials.gov/study/NCT01240824,NCT01240824,Bladder Cancer
290,0.97294165,68.87364974,https://clinicaltrials.gov/study/NCT00372424,NCT00372424,Breast Cancer
291,0.990508912,151.0590689,https://clinicaltrials.gov/study/NCT01550224,NCT01550224,Acute Myeloid Leukemia With 11q23-abnormality in Relapse
292,0.996397262,158.3493763,https://clinicaltrials.gov/study/NCT00527124,NCT00527124,Adenocarcinoma of the Prostate|Stage IV Prostate Cancer
293,0.916830019,22.18100933,https://clinicaltrials.gov/study/NCT01304524,NCT01304524,Cervical Intraepithelial Neoplasia
294,0.877788952,16.40607306,https://clinicaltrials.gov/study/NCT04718324,NCT04718324,Breast Disease|Breast Cancer|Breast Neoplasms
295,0.995652717,157.2958789,https://clinicaltrials.gov/study/NCT03515824,NCT03515824,Neoplasms|Colorectal Neoplasms|Head and Neck Neoplasms
296,0.997787579,166.3521714,https://clinicaltrials.gov/study/NCT00562224,NCT00562224,"Neoplasms by Site|Lymphoma, Non-hodgkin|Hodgkin Disease|Multiple Myeloma|Leukemia, Lymphocytic, Chronic"
297,0.991200689,151.0826461,https://clinicaltrials.gov/study/NCT01606124,NCT01606124,Advanced Colorectal Adenomas|Adenocarcinoma of the Colon|Stage I Colon Cancer|Stage II Colon Cancer|Stage III Colon Cancer
298,0.993700728,152.9703846,https://clinicaltrials.gov/study/NCT01222624,NCT01222624,Solid Tumors
299,0.996605304,161.1390544,https://clinicaltrials.gov/study/NCT01004224,NCT01004224,"Advanced Solid Tumors With Alterations of FGFR1, 2 and or 3|Squamous Lung Cancer With FGFR1 Amplification|Bladder Cancer With FGFR3 Mutation or Fusion|Advanced Solid Tumors With FGFR1 Amplication|Advanced Solid Tumors With FGFR2 Amplication|Advanced Solid Tumors With FGFR3 Mutation"
300,0.992980878,152.5246849,https://clinicaltrials.gov/study/NCT00618124,NCT00618124,Solid Tumors|Breast Cancer|Neoplasms
301,0.953754479,41.97339352,https://clinicaltrials.gov/study/NCT03578224,NCT03578224,Esophagus
302,0.997727261,168.9042371,https://clinicaltrials.gov/study/NCT00061880,NCT00061880,Lymphoma
303,0.966411304,54.77095137,https://clinicaltrials.gov/study/NCT00802880,NCT00802880,Sarcoma
304,0.993567992,153.3353769,https://clinicaltrials.gov/study/NCT00546780,NCT00546780,Multiple Myeloma
305,0.992966608,152.5358682,https://clinicaltrials.gov/study/NCT02447380,NCT02447380,Advanced Gastric Adenocarcinoma
306,0.967561416,63.48790302,https://clinicaltrials.gov/study/NCT01183780,NCT01183780,Colorectal Cancer
307,0.989603291,151.0710498,https://clinicaltrials.gov/study/NCT00258180,NCT00258180,"Diarrhea|Gastrointestinal Complications|Unspecified Childhood Solid Tumor, Protocol Specific"
308,0.994672059,154.7437579,https://clinicaltrials.gov/study/NCT03418480,NCT03418480,Human Papilloma Virus Related Carcinoma|Head and Neck Neoplasm|Cervical Neoplasm|Penile Neoplasms Malignant|Unknown Primary Tumors
309,0.991422137,151.631394,https://clinicaltrials.gov/study/NCT01160380,NCT01160380,Fatigue|Multiple Myeloma
310,0.968098524,59.71257228,https://clinicaltrials.gov/study/NCT00385580,NCT00385580,Prostate Cancer
311,0.995522334,157.3442717,https://clinicaltrials.gov/study/NCT00819780,NCT00819780,Colon Cancer|Colorectal Cancer|Rectal Cancer|Metastatic Colorectal Cancer
312,0.995180088,155.6495882,https://clinicaltrials.gov/study/NCT00761280,NCT00761280,Anaplastic Astrocytoma|Glioblastoma
313,0.994056179,154.8577779,https://clinicaltrials.gov/study/NCT00332280,NCT00332280,"Gastrointestinal Cancer|Prostate Cancer|Genital Neoplasms, Female"
314,0.996647879,157.9321705,https://clinicaltrials.gov/study/NCT01270724,NCT01270724,CNS Germ Cell Tumor
315,0.989389021,150.8364385,https://clinicaltrials.gov/study/NCT01002924,NCT01002924,Solid Tumors
316,0.9982878,174.4984308,https://clinicaltrials.gov/study/NCT03233724,NCT03233724,"Carcinoma, Non-Small-Cell Lung|Lung Cancer|Non-Small Cell Lung Cancer|Carcinoma, Esophageal|Malignant Pleural Mesotheliomas"
317,0.998640302,178.3251339,https://clinicaltrials.gov/study/NCT03033524,NCT03033524,Recurrent Glioblastoma
318,0.995442539,156.1062649,https://clinicaltrials.gov/study/NCT01199224,NCT01199224,Solid Tumors
319,0.995614167,157.5987712,https://clinicaltrials.gov/study/NCT03609424,NCT03609424,Gastrointestinal Stromal Tumors
320,0.996497094,157.9362852,https://clinicaltrials.gov/study/NCT03281824,NCT03281824,HER2-positive Breast Cancer
321,0.994672133,155.2757988,https://clinicaltrials.gov/study/NCT00085124,NCT00085124,Adult Acute Myeloid Leukemia With 11q23 (MLL) Abnormalities|Adult Acute Myeloid Leukemia With Inv(16)(p13;q22)|Adult Acute Myeloid Leukemia With t(15;17)(q22;q12)|Adult Acute Myeloid Leukemia With t(16;16)(p13;q22)|Adult Acute Myeloid Leukemia With t(8;21)(q22;q22)|Secondary Acute Myeloid Leukemia|Untreated Adult Acute Myeloid Leukemia
322,0.990550002,151.982828,https://clinicaltrials.gov/study/NCT00619424,NCT00619424,"Lung Cancer, Non-Small Cell"
323,0.922062689,27.45992683,https://clinicaltrials.gov/study/NCT01110824,NCT01110824,Acute Myeloid Leukemia|Precursor-cell Lymphoblastic Leukemia-Lymphoma|Lymphoid Neoplasm|Multiple Myeloma|Lymphoma|Autologous Hematopoietic Stem Cell Transplantation
324,0.98992715,151.3304109,https://clinicaltrials.gov/study/NCT03251924,NCT03251924,Cancer|Tumors|Neoplasm|Malignancy
325,0.998328071,169.8087195,https://clinicaltrials.gov/study/NCT04338724,NCT04338724,Advanced Solid Tumor
326,0.937421244,35.94849056,https://clinicaltrials.gov/study/NCT03558724,NCT03558724,Esophageal Cancer
327,0.927508036,25.73302676,https://clinicaltrials.gov/study/NCT02111824,NCT02111824,Lung Neoplasms|Thoracic Neoplasms|Neoplasms by Site|Neoplasms|Lung Diseases
328,0.995365688,154.618444,https://clinicaltrials.gov/study/NCT00003524,NCT00003524,Stomach (Gastric) Cancer
329,0.984200433,130.1930572,https://clinicaltrials.gov/study/NCT03337724,NCT03337724,Breast Cancer
330,0.999191537,185.0293283,https://clinicaltrials.gov/study/NCT00562380,NCT00562380,"Lymphoma|Prostate Cancer|Sarcoma|Small Intestine Cancer|Unspecified Adult Solid Tumor, Protocol Specific"
331,0.926898986,28.4209763,https://clinicaltrials.gov/study/NCT00831480,NCT00831480,Kidney Cancer
332,0.959564676,32.86806638,https://clinicaltrials.gov/study/NCT00198380,NCT00198380,Pneumonic-type Adenocarcinoma (P-ADC)|Lung Adenocarcinoma With Bronchiolo-alveolar Feature
333,0.999252942,187.933273,https://clinicaltrials.gov/study/NCT00896480,NCT00896480,Melanoma
334,0.994098383,154.6820311,https://clinicaltrials.gov/study/NCT02435680,NCT02435680,Advanced Triple Negative Breast Cancer (TNBC) With High TAMs
335,0.993264215,152.277164,https://clinicaltrials.gov/study/NCT03109080,NCT03109080,"Breast Neoplasms, Triple-Negative|Breast Neoplasm Malignant Female|Radiotherapy Side Effect"
336,0.923155731,20.61623947,https://clinicaltrials.gov/study/NCT03655080,NCT03655080,Cord Compression
337,0.99583646,157.8553261,https://clinicaltrials.gov/study/NCT00719524,NCT00719524,Neoplasms
338,0.996455832,158.3742647,https://clinicaltrials.gov/study/NCT01795924,NCT01795924,Acute Myelogenous Leukemia|Myelodysplastic Syndrome
339,0.998928607,181.6406672,https://clinicaltrials.gov/study/NCT02499224,NCT02499224,Solid Tumors
340,0.998031506,172.5879227,https://clinicaltrials.gov/study/NCT00784524,NCT00784524,Breast Cancer
341,0.920982204,22.94862853,https://clinicaltrials.gov/study/NCT00200824,NCT00200824,Breast Cancer|Prostate Cancer
342,0.999288645,188.1468105,https://clinicaltrials.gov/study/NCT02460224,NCT02460224,Advanced Solid Tumors
343,0.998716541,183.7645879,https://clinicaltrials.gov/study/NCT00003624,NCT00003624,Cervical Cancer|Endometrial Cancer|Fallopian Tube Cancer|Neurotoxicity|Ovarian Cancer|Primary Peritoneal Cavity Cancer|Sarcoma
344,0.999070487,185.2717984,https://clinicaltrials.gov/study/NCT00451880,NCT00451880,Cancer|Non-small-cell Lung Cancer|Colorectal Cancer|Papillary Thyroid Cancer|Melanoma
345,0.999089423,188.6725148,https://clinicaltrials.gov/study/NCT01079780,NCT01079780,Colorectal Cancer
346,0.98535265,131.8102517,https://clinicaltrials.gov/study/NCT00055380,NCT00055380,Cancer
347,0.96465314,57.37009029,https://clinicaltrials.gov/study/NCT00031980,NCT00031980,Anemia|Leukemia|Neutropenia|Thrombocytopenia
348,0.9833561,116.5449965,https://clinicaltrials.gov/study/NCT01484080,NCT01484080,Breast Cancer
349,0.934592593,28.55345173,https://clinicaltrials.gov/study/NCT00165880,NCT00165880,Metastatic Breast Cancer
350,0.983654424,128.8286918,https://clinicaltrials.gov/study/NCT00726180,NCT00726180,Breast Cancer
351,0.988360553,151.0283186,https://clinicaltrials.gov/study/NCT00001880,NCT00001880,Neoplasm Metastasis
352,0.945218053,34.25270562,https://clinicaltrials.gov/study/NCT03164980,NCT03164980,Quality of Life|Ovarian Cancer|Recurrent Ovarian Carcinoma
353,0.870257348,12.59762868,https://clinicaltrials.gov/study/NCT02867280,NCT02867280,Hepatocellular Carcinoma|Recurrence
354,0.993420812,152.7059608,https://clinicaltrials.gov/study/NCT00412880,NCT00412880,"Carcinoma, Small Cell"
355,0.983160559,86.54283869,https://clinicaltrials.gov/study/NCT03018080,NCT03018080,Breast - Female|Male Breast Cancer
356,0.999448258,192.5157041,https://clinicaltrials.gov/study/NCT00274924,NCT00274924,Lymphoma
357,0.99907319,190.4482075,https://clinicaltrials.gov/study/NCT01392924,NCT01392924,Neoplasm Malignant
358,0.994190154,154.0009292,https://clinicaltrials.gov/study/NCT00454324,NCT00454324,Small Cell Lung Cancer
359,0.986322415,138.4695776,https://clinicaltrials.gov/study/NCT00076024,NCT00076024,Breast Neoplasms
360,0.996521728,156.3042457,https://clinicaltrials.gov/study/NCT02885324,NCT02885324,Glioblastoma Multiforme|Anaplastic Astrocytoma|Malignant Brain Tumor|High Grade Glioma
361,0.993442411,153.0567267,https://clinicaltrials.gov/study/NCT02335424,NCT02335424,Urothelial Cancer
362,0.99512007,156.1177264,https://clinicaltrials.gov/study/NCT02374424,NCT02374424,"Diffuse, Large B-Cell, Lymphoma"
363,0.998819556,176.7995555,https://clinicaltrials.gov/study/NCT01445080,NCT01445080,"Blastic Phase|Childhood Acute Promyelocytic Leukemia With PML-RARA|Childhood Chronic Myelogenous Leukemia, BCR-ABL1 Positive|Childhood Solid Neoplasm|Chronic Myelogenous Leukemia, BCR-ABL1 Positive|Juvenile Myelomonocytic Leukemia|Philadelphia Chromosome Negative, BCR-ABL1 Positive Chronic Myelogenous Leukemia|Recurrent Childhood Acute Lymphoblastic Leukemia|Recurrent Childhood Acute Myeloid Leukemia|Recurrent Disease"
364,0.989787458,150.6686873,https://clinicaltrials.gov/study/NCT01998880,NCT01998880,"Lymphocytic Leukemia, Chronic"
365,0.98713265,135.4515939,https://clinicaltrials.gov/study/NCT02069080,NCT02069080,Cancer
366,0.998697294,174.0259803,https://clinicaltrials.gov/study/NCT03534180,NCT03534180,Anaplastic Large Cell Lymphoma|Recurrent Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma|Refractory Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma
367,0.933546768,24.01837906,https://clinicaltrials.gov/study/NCT04518124,NCT04518124,Angiosarcoma
368,0.99627725,159.111526,https://clinicaltrials.gov/study/NCT03284424,NCT03284424,Squamous Cell Carcinoma
369,0.996649947,161.9426501,https://clinicaltrials.gov/study/NCT01850524,NCT01850524,Multiple Myeloma
370,0.995371429,154.9529742,https://clinicaltrials.gov/study/NCT03215524,NCT03215524,Multiple Myeloma
371,0.992448852,151.6514832,https://clinicaltrials.gov/study/NCT01342224,NCT01342224,Locally Advanced Pancreatic Adenocarcinoma
372,0.990529608,150.7428617,https://clinicaltrials.gov/study/NCT01087424,NCT01087424,Diffuse Large B-Cell Lymphoma
373,0.996775465,160.0867588,https://clinicaltrials.gov/study/NCT00060424,NCT00060424,B-Cell Prolymphocytic Leukemia|Chronic Lymphocytic Leukemia|Prolymphocytic Leukemia|Recurrent Chronic Lymphocytic Leukemia|Recurrent Small Lymphocytic Lymphoma|Refractory Chronic Lymphocytic Leukemia|T-Cell Prolymphocytic Leukemia
374,0.998684284,180.1156655,https://clinicaltrials.gov/study/NCT00008424,NCT00008424,"Unspecified Childhood Solid Tumor, Protocol Specific"
375,0.984170049,150.4107516,https://clinicaltrials.gov/study/NCT03661424,NCT03661424,Breast Cancer Female|Leptomeningeal Metastases
376,0.997412646,162.28459,https://clinicaltrials.gov/study/NCT00092924,NCT00092924,"Carcinoma, Non-Small-Cell Lung"
377,0.910019484,19.99566904,https://clinicaltrials.gov/study/NCT00272324,NCT00272324,Colorectal Cancer|Polyps|Adenomas
378,0.971368869,59.87751841,https://clinicaltrials.gov/study/NCT01331824,NCT01331824,Bladder Cancer
379,0.932860746,32.12810705,https://clinicaltrials.gov/study/NCT02835924,NCT02835924,Metastatic Colorectal Cancer
